product_id,representation,median_R,raw_spearman,raw_max_abs_diff
100062XXC08D,Q2,0.0072974827522478206,0.9176629354822471,0.026150213797243707
100062XXC08D,Q4,0.0035550012823217098,0.7,0.02136429740735251
100073AAA08U,Q2,0.004163650352055154,-0.22941573387056177,0.03860101813495094
100073AAA08U,Q4,0.010269191489743479,0.09999999999999999,0.006721008869472078
100073AAA09A,Q2,0.00262738694152867,0.8885233166386386,0.034517965087030464
100073AAA09A,Q4,0.0037826793645666587,0.19999999999999998,0.0082931273740319
100074AAA08U,Q2,0.010978989529729422,-0.22941573387056177,0.01963059385736901
100074AAA08U,Q4,0.01152493544194206,0.7,0.02294123749180335
100075AAA08U,Q2,0.00262738694152867,0.8885233166386386,0.03181929924174769
100075AAA08U,Q4,0.00409454738988857,0.7999999999999999,0.005457046125219828
100076AAA08Y,Q2,0.01018860974325031,0.8944271909999157,0.021576490566967102
100076AAA08Y,Q4,0.007376260268525066,-0.6,0.024530699690706106
100076AAA08Z,Q2,0.009093704329919444,0.9176629354822471,0.024712196465938724
100076AAA08Z,Q4,0.01407804358988933,0.6,0.021307240426026802
100076AAK08W,Q2,0.00982254341940271,0.8944271909999157,0.01851292682083948
100076AAK08W,Q4,0.007501922997865923,0.8999999999999998,0.012430526413283752
100076AAK08X,Q2,0.00891231401184224,0.8944271909999157,0.05103945125283074
100076AAK08X,Q4,0.006918079507371812,0.9746794344808964,0.04455928469279832
100097FPA05P,Q2,0.003301818929688144,0.9176629354822471,0.030369726294760688
100097FPA05P,Q4,0.0044445118478373055,0.36842105263157904,0.04057592591725742
100110AAA06Z,Q2,0.010719084305624405,0.8029550685469662,0.0034601006258167394
100110AAA06Z,Q4,0.008452549833405931,0.8999999999999998,0.004227008948033073
100165AAA0DU,Q2,0.002465472871233887,0.7254762501100117,0.0038398916109785436
100165AAA0DU,Q4,0.011412618480428863,0.9746794344808963,0.020848613634971078
100352XUZ0B9,Q2,0.004420209398256034,0.7254762501100117,0.024390465108717133
100352XUZ0B9,Q4,0.005802078572159863,0.10526315789473685,0.023019472362973442
100353XUZ0AG,Q2,0.015261125780856255,0.8944271909999157,0.023860085250442212
100353XUZ0AG,Q4,0.014103327732266267,0.8720815992723809,0.030752124219122337
100354XUZ0AH,Q2,0.005021050204001648,0.9176629354822471,0.008966539668597576
100354XUZ0AH,Q4,0.012525450664918156,0.5263157894736843,0.010604985236962378
100356XUZ0AI,Q2,0.005066279324314749,0.9176629354822471,0.009592421164474965
100356XUZ0AI,Q4,0.01268390114528474,0.8207826816681233,0.011740937085864017
100358XUZ0AJ,Q2,0.004823132784294248,0.9176629354822471,0.005189187212431598
100358XUZ0AJ,Q4,0.01138950821906521,0.6315789473684211,0.02746865668917485
100360XUZ0B9,Q2,0.004900108849207996,0.9176629354822471,0.011245115695511537
100360XUZ0B9,Q4,0.008634940444179146,0.6668859288553503,0.008335943743767171
100418XUZ0AS,Q2,0.015276883892132102,0.8944271909999157,0.012506310722837824
100418XUZ0AS,Q4,0.011086613654193583,0.9746794344808964,0.00491580101595189
100425XUZ02X,Q2,0.014293823278448515,0.9176629354822471,0.02036740065051769
100425XUZ02X,Q4,0.007119647888352759,0.9999999999999999,0.02259295933867647
100426XUZ0AT,Q2,0.014510149463067563,0.8944271909999157,0.009055172682750398
100426XUZ0AT,Q4,0.01493875334688758,0.8207826816681233,0.005375489521976459
100427XUZ0AT,Q2,0.01774404455676748,0.8944271909999157,0.016748761127224163
100427XUZ0AT,Q4,0.014495177112454766,0.8999999999999998,0.02560884429842035
100483XUZ09C,Q2,0.01675524917609547,0.8885233166386386,0.025524370309595965
100483XUZ09C,Q4,0.02444147168635359,0.3,0.024989429776537356
100912XUZ0AG,Q2,0.0044562639163760465,0.9176629354822471,0.012733570446561149
100912XUZ0AG,Q4,0.0027466623688654074,0.9486832980505138,0.02425959872662857
101075XUZ0DF,Q2,0.017072752437178207,0.9176629354822471,0.016597285338678394
101075XUZ0DF,Q4,0.013226602402455045,0.9999999999999999,0.010685140254867248
101076XUZ0DG,Q2,0.016209378302084743,0.8603090020146066,0.016966499163996326
101076XUZ0DG,Q4,0.015361715568181944,0.5642880936468347,0.027548720058228462
101078XUZ0DH,Q2,0.015516663865278675,0.8944271909999157,0.010949950010606557
101078XUZ0DH,Q4,0.01586364188675453,0.9746794344808963,0.0119163219436184
101079XUZ0DI,Q2,0.017067469862754064,0.8944271909999157,0.016165580401177937
101079XUZ0DI,Q4,0.011115581624818668,0.8720815992723809,0.019941664702434497
101080XUZ0DJ,Q2,0.018561624117182512,0.8603090020146066,0.01891693175237985
101080XUZ0DJ,Q4,0.0125956079482826,0.9999999999999999,0.016799645078572872
101081XUZ0AU,Q2,0.01798910139331189,0.8944271909999157,0.016498843222995233
101081XUZ0AU,Q4,0.014344578171963107,0.8999999999999998,0.02546158376527413
101083XUZ02X,Q2,0.014399901476368389,0.9176629354822471,0.009677614050315364
101083XUZ02X,Q4,0.010161626957238247,0.8999999999999998,0.004133505902289253
101154XUZ02X,Q2,0.0045984813700568755,0.7453559924999299,0.014206210321230164
101154XUZ02X,Q4,0.009497292400255063,0.6668859288553501,0.010278968712545772
101679AAA06Z,Q2,0.012875303445028664,0.8944271909999157,0.0037641062085988775
